	ERR030886	ERR030873	ERR030877	ERR030878	ERR030879	ERR030872	ERR030880	ERR030881	ERR030882	ERR030883	ERR030884	ERR030885	ERR030887	ERR030875	ERR030876	ERR030874
HLA-H	15.52328	8.0784	32.10235	6.82813	69.75536	25.55378	55.52604	45.88303	8.48535	32.8012	10.13593	18.73963	5.11052	53.24495	6.98509	29.52767
HLA-J	1.36208	1.2808	1.59659	1.42331	3.47465	0.67941	4.63627	3.33108	0.33695	1.18936	0.43587	0.71625	0.47925	10.27769	0.47154	1.41553
HLA-L	1.30728	0.80322	2.41451	0.55613	4.3107	1.28176	2.1742	2.68324	0.51194	1.16634	0.59166	2.59973	0.3849	6.63642	0.38207	1.12732
HLCS	2.07199	5.20887	3.46396	1.72496	1.197	5.83679	2.95439	2.90262	3.2389	4.08647	1.69998	4.90845	3.63359	2.82961	3.17013	3.15925
HLF	9.39199	8.35487	16.06712	1.71028	5.64034	7.62088	3.297	4.00532	36.35218	10.45319	12.30967	6.80061	15.31596	0.22674	2.7209	11.6724
HLTF	8.26716	31.0763	10.44262	5.32114	2.1201	11.0071	4.1233	6.26882	16.28097	9.31665	5.29731	7.6531	2.89351	4.78405	1.39527	11.29102
HLX	1.49678	3.27033	3.88061	6.88115	8.81004	1.89764	15.6687	5.9311	0.43698	4.74893	16.81593	0.98299	1.57617	6.91291	3.98124	2.12969
HM13	9.91341	18.41322	24.82713	37.13107	21.49561	24.69686	23.62331	29.28736	7.64068	20.26588	20.53552	43.22214	53.10216	38.70118	18.23357	25.31088
HMBOX1	3.74326	3.0513	1.04863	3.39298	2.40645	1.89052	3.39701	1.64112	3.70241	1.79498	1.48266	1.97832	1.20626	2.83751	0.4757	1.76283
HMBS	6.72476	5.28509	4.14689	5.44972	4.68121	4.56825	3.67016	10.01331	4.01936	8.3993	3.58039	11.64835	10.1859	4.70219	7.36212	4.72894
HMCN1	1.64209	0.73302	0.33708	0.58399	4.24683	0.40261	1.65009	0.51534	0.05241	1.94831	2.28933	0.29765	0.34319	0.00799	0.42706	0.62606
HMG20A	12.52893	18.27181	11.85154	10.72524	8.85879	10.9718	7.97924	11.0599	14.72342	8.95864	7.02277	10.42368	4.98866	15.95338	6.99662	18.53822
HMG20B	10.49837	24.24099	26.82773	21.75714	19.72169	14.157	24.30837	23.21575	6.13404	21.5312	30.44542	25.20553	9.91721	15.4762	7.00942	20.20724
HMGA1	8.18695	39.93361	7.75618	19.76556	26.86312	12.46588	12.94242	8.98041	5.58973	6.47668	9.51025	3.85452	2.22124	20.26571	46.31292	2.55141
HMGA2	0.00479	0.61232	0.03811	0.03012	0.12916	0.10031	0.14427	0.03247	0.01926	0.0085	0.39479	0.10552	0.0	0.02807	0.0	0.32006
HMGB1	14.29227	20.90954	26.52798	24.27865	28.40297	31.16365	29.61928	26.29435	25.17225	24.10033	31.55396	23.2021	11.04467	27.4467	14.08195	24.86728
HMGB2	21.27688	77.74401	54.95826	54.75694	47.46714	51.6938	73.79038	30.09778	24.35688	25.04913	83.41039	28.63498	5.07284	92.65678	17.26935	45.75307
HMGB3	1.13678	8.00805	1.47259	1.92724	2.65245	9.3297	3.27092	2.66993	7.04032	2.37877	2.2558	3.6134	11.68096	0.69578	7.59476	1.8835
HMGB3P1	0.0	0.00933	0.0	0.0	0.0	0.00844	0.01134	0.0	0.05555	0.05513	0.0	0.0	0.0199	0.0	0.0	0.01867
HMGB4	0.0	88.77634	0.0	0.0	0.0	0.02722	0.06018	0.15968	0.00842	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HMGCL	14.86087	12.60798	22.5106	10.11375	9.55807	32.09739	17.97342	17.78405	10.46585	16.81644	18.94949	40.229	79.08588	13.63412	13.12614	15.73895
HMGCLL1	0.98393	1.77964	0.62881	0.31502	1.16447	0.21515	0.56001	0.29947	7.84093	0.42821	1.21078	0.25321	0.08508	0.0	0.15038	0.40767
HMGCR	3.64957	15.40315	6.24501	5.27337	15.74865	9.58847	3.10169	6.75363	18.85742	6.43206	7.30092	15.67053	22.95778	23.25063	0.87332	29.81352
HMGCS1	10.03038	19.84977	11.49067	6.09887	55.0682	18.15616	12.25777	15.55121	62.06199	15.02325	8.52959	29.32501	97.67605	9.6504	3.58954	64.51258
HMGCS2	62.45179	11.03517	18.59591	0.16182	0.0408	0.96655	0.00408	0.06827	0.016	1.80925	41.00014	44.53045	276.89509	0.0	0.61327	0.0
HMGN1	9.84625	26.64666	28.46343	24.73675	39.96306	31.70132	25.08521	28.8619	7.17683	22.31895	31.08962	36.23919	10.8185	35.79263	2.6055	38.28602
HMGN2	5.47902	13.56501	19.95601	6.57637	13.10775	22.10762	15.96457	12.51446	7.70476	14.02827	15.49645	9.04595	2.52499	22.04961	12.47487	22.41791
HMGN2P46	0.0241	0.26776	2.53993	0.0	0.32492	0.01715	0.10294	0.07225	0.03715	0.07374	0.50003	0.05102	0.02023	0.00435	0.01011	0.09692
HMGN3	99.32955	75.41948	56.75121	49.7265	46.30165	59.944	20.59381	46.06005	47.89712	58.33234	51.01877	103.95141	24.32769	33.82715	16.35032	72.81144
HMGN4	23.59227	33.40148	55.8689	46.33314	36.1899	42.26458	28.69003	39.85453	15.56403	26.36943	61.47724	39.04264	6.15645	79.12217	11.43133	56.02831
HMGN5	1.49974	85.87615	5.78231	2.97317	3.3572	16.46116	4.29898	8.03063	14.05178	8.53375	13.36028	12.49926	5.63956	0.91499	0.74693	8.85313
HMGXB3	4.98898	8.24855	7.82828	8.19184	7.14592	8.64284	7.02145	10.37886	5.13473	5.67462	4.81963	6.70847	3.36777	6.12836	5.48657	8.28171
HMGXB4	4.11503	9.0671	6.62426	3.94942	3.5391	4.29524	7.57457	7.01155	4.8816	5.37614	4.2582	4.53332	2.62043	6.63445	5.57241	8.22876
HMHA1	1.65056	2.03676	2.07281	51.7764	9.71581	1.85605	3.60108	36.51901	1.50729	3.89514	1.28688	2.56733	1.32984	73.61061	0.18189	1.80101
HMHB1	0.05747	0.1295	0.33267	0.0	0.0	0.12456	0.0	0.0	0.0	0.35698	0.0	0.0	0.0	0.12635	0.0	0.0
HMMR	0.34406	12.78516	0.29975	0.97377	0.45084	0.19529	0.11536	0.40757	0.31076	0.31153	0.48758	0.30948	0.14236	0.48882	0.19426	0.16733
HMOX1	4.03196	9.97818	9.1114	65.9081	51.12076	15.55039	31.34703	46.31923	5.1314	18.37295	6.455	51.98997	101.02161	73.02395	17.15023	62.27122
HMOX2	37.3815	40.09394	10.63378	16.78969	15.80988	12.84849	24.56874	25.70814	24.31338	13.5928	14.02429	34.85411	33.94998	23.94174	6.52742	11.19977
HMP19	0.05671	1.91136	2.16029	0.83592	0.05386	0.27312	0.00863	0.00401	96.05007	0.02935	5.47078	0.16923	0.0	0.06233	0.04023	0.0071
HMSD	0.21186	1.63742	0.41466	1.82745	1.04398	0.11479	0.0	1.66679	2.52877	0.0	0.67783	0.0	0.31583	0.0	0.0	0.17185
HMX1	0.0291	0.2273	0.08001	0.13635	0.0	0.01682	0.00531	0.01973	0.07285	0.05164	0.03722	0.0	0.0	0.0	0.0	0.0
HMX2	0.0	0.03054	0.06375	0.05329	0.0103	0.00059	0.0	0.0	0.0	0.0	0.06193	1.72312	0.0	0.0	0.0	0.0
HMX3	0.03082	0.02315	0.0	0.00808	0.01561	0.0	0.02813	0.0	0.0	0.0	0.01877	0.09472	0.0	0.0	0.1137	0.0
HN1	4.59126	71.16864	9.81113	17.48088	18.87805	6.1929	5.50315	13.8999	15.93085	8.97665	11.34999	23.60977	7.81704	49.42675	14.59686	12.34613
HN1L	8.89536	15.05828	22.03604	13.22543	15.71979	14.76319	11.87702	10.27042	10.20519	15.96009	20.88139	26.81903	18.79867	10.25082	8.63294	21.73585
HNF1A	0.09494	0.4792	0.42119	0.32685	0.05018	0.13678	0.18327	0.38533	0.56793	0.14551	1.57818	4.07285	6.40553	0.21022	0.06962	0.42773
HNF1B	0.0	2.59969	2.61816	0.0	2.47457	0.01968	0.02841	0.05277	0.00696	0.0	1.1371	41.99027	3.24053	0.0	0.0	0.83564
HNF4A	0.0143	0.2445	0.0	0.0	0.0	0.05466	0.03916	0.0	0.0289	0.0	0.88889	9.31586	17.83637	0.0	0.03044	0.17971
HNF4G	0.0	0.88285	0.4506	0.0	0.3421	0.03506	0.08366	0.00914	0.13016	0.23444	1.93807	2.43588	3.64654	0.0	0.0	0.13505
HNMT	4.11567	12.25598	17.4397	12.22773	9.68566	5.2124	13.23772	8.71423	3.93461	31.4961	14.97606	16.61062	15.37374	13.52044	1.38899	18.03761
HNRNPA0	25.50361	50.66247	46.74838	51.95418	63.59773	72.54268	66.66991	64.36163	38.64284	46.71428	46.6686	33.48337	17.56438	55.00273	26.53303	99.45726
HNRNPA1	28.47007	41.57874	42.93244	24.32635	17.14953	39.29392	43.44987	54.40774	12.96086	26.35623	59.92409	21.12774	1.9052	18.61344	73.39515	142.71153
HNRNPA1L2	0.92942	2.21814	2.72185	2.76706	1.2563	3.20083	1.68461	3.98278	2.58001	1.52358	1.79805	2.08328	0.34038	2.53485	0.59577	4.90782
HNRNPA2B1	172.08112	282.36854	161.86793	249.84349	199.8948	296.59245	143.53939	266.88441	170.24656	161.33461	242.40233	317.45735	98.15244	200.41318	129.96432	266.81605
HNRNPA3	12.70562	31.21347	35.39139	28.84419	43.6389	36.16935	28.2524	45.4894	33.42039	25.32965	43.03819	33.74564	12.20196	25.64521	12.07109	63.84558
HNRNPA3P1	0.01821	0.08227	0.06906	0.0606	0.05857	0.06099	0.06366	0.31737	0.02954	0.04228	0.56682	0.02697	0.01251	0.06187	0.0125	0.07444
HNRNPAB	54.76848	55.16238	52.92008	70.96856	74.65676	52.90414	69.79213	85.93421	26.60998	49.15017	82.14428	83.26948	58.70183	42.40073	69.09038	77.14229
HNRNPC	25.74521	64.75943	66.60818	75.96623	72.64043	62.71068	48.89297	65.75154	54.69452	42.90491	90.23191	56.05953	21.61652	86.62479	30.65707	88.22445
HNRNPCL1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HNRNPD	48.31218	114.73195	102.89434	66.15803	72.53257	122.52803	154.53614	141.51156	91.75099	91.87019	119.54497	84.0097	34.29146	103.36373	48.78027	189.3751
HNRNPF	25.35893	69.85179	59.4776	80.40552	82.99686	50.13652	54.79574	69.07082	24.86589	34.10033	68.99879	69.06668	53.94174	107.64156	44.28725	76.35664
HNRNPH1	57.74623	118.52067	122.82039	147.03761	119.70834	161.76394	90.00219	207.52202	87.48589	127.7202	121.59274	122.14265	34.56156	85.47432	48.72048	234.89673
HNRNPH2	4.20445	7.71767	7.96757	3.79223	7.67258	12.45023	16.50349	11.84791	16.14478	5.9801	9.37336	7.18645	1.085	9.9187	5.01336	9.15403
HNRNPH3	44.50897	116.96638	126.03252	105.61256	90.69379	128.93072	60.28577	84.89286	60.73673	64.0504	209.49933	111.04134	18.36886	66.98431	60.94664	160.50491
HNRNPK	89.00142	132.78499	120.95569	110.57548	147.82913	167.19143	168.34855	149.8673	112.68988	124.99555	138.22355	129.5425	59.19841	203.33925	80.82805	154.04852
HNRNPL	42.88373	70.39757	67.48129	77.05021	106.11921	69.39443	76.86035	89.00124	44.93344	51.30627	71.1123	61.66773	31.05652	79.48705	58.76723	49.5807
HNRNPM	51.08538	90.60536	70.59809	59.37338	37.02519	87.35361	86.05849	100.85304	54.18617	64.1062	77.05558	81.74825	27.16394	87.31851	34.59037	114.89174
HNRNPR	31.27007	58.10112	41.43918	45.12442	48.20912	86.35587	48.30416	66.21875	54.59149	30.32462	48.88073	43.60552	19.50977	62.07161	27.20943	78.51202
HNRNPU	41.72935	94.44384	66.15879	56.82887	43.65779	91.17897	79.98458	67.16769	60.00973	63.09912	89.881	71.5603	20.85771	90.96951	64.42952	119.81752
HNRNPUL1	41.06462	81.08311	65.41897	49.08729	48.49056	73.49114	91.1528	66.96429	33.27404	54.27589	73.29324	34.66559	19.55606	82.42452	58.72301	74.79613
HNRNPUL2	45.78957	60.64328	57.20997	47.28613	31.44526	60.52587	72.32253	60.06409	78.44438	45.51384	78.07564	53.38574	13.71595	72.21772	51.30171	62.78478
HNRPDL	41.63942	69.73155	60.56767	38.89688	64.8646	117.96631	50.23683	116.61027	84.75148	44.29617	35.01781	47.81067	23.00309	41.87933	40.13032	119.41566
HNRPLL	9.41309	31.82118	19.92079	15.03213	18.72222	19.24036	12.5175	8.43093	13.28062	12.47778	18.84729	12.16992	3.78783	11.47424	8.42219	15.87478
HOGA1	4.26335	0.42408	0.34574	0.15379	0.47294	1.63793	0.78162	0.20718	1.97719	1.62456	0.04062	16.04522	12.23133	0.0	0.3444	0.14324
HOMER1	21.83299	2.42512	1.59453	0.76581	1.42092	11.64558	0.72642	0.78251	8.98288	0.8876	1.15256	5.16063	0.12616	0.50275	6.28079	2.25667
HOMER2	14.6552	5.40613	3.86345	0.83234	1.93933	20.64855	0.36173	0.3889	3.16735	3.27878	1.37082	4.23916	15.35182	1.34838	18.88847	1.19502
HOMER3	2.9098	4.1349	7.47106	8.53101	5.48229	9.63451	6.61896	6.91779	4.27635	5.65305	5.66466	10.90506	0.7399	6.25413	10.10045	4.93161
HOMEZ	2.76697	10.74712	3.57826	1.32873	1.6042	3.72561	3.42884	1.99507	1.36769	4.1674	3.26095	6.5158	1.75613	5.11323	4.08375	7.27364
HOOK1	1.65715	16.84147	1.7215	1.45448	2.7165	7.86351	0.05675	1.19975	3.77568	1.22951	1.47004	19.73047	11.15689	1.46727	0.11708	1.26336
HOOK2	8.33658	3.73653	5.50015	3.53629	2.52295	12.49766	7.3347	4.05765	1.40834	25.3667	3.1496	10.32359	0.99825	0.45964	2.93648	5.95347
HOOK3	6.41328	6.86243	7.89886	5.61957	9.66558	14.90747	16.86755	5.74646	8.9599	9.85074	9.217	6.77983	3.17481	11.27487	13.78972	8.29347
HOPX	6.32528	22.47028	13.48133	9.18977	144.13874	73.1937	1.3332	9.04809	41.85029	1.04835	9.01678	4.3909	0.3511	22.8177	0.44509	6.04928
HORMAD1	0.0	67.40619	0.04207	0.06856	0.02076	0.0336	0.0	0.15326	0.0	0.1754	0.0425	0.08542	0.0	0.22111	0.0	0.02541
HORMAD2	0.0	11.85328	0.0	0.0	0.0	0.00841	0.06378	0.0	0.14057	0.39786	0.0	0.0	0.85555	0.0	0.0	0.00875
HOTAIR	0.0	2.33673	0.27309	0.22757	0.0	0.0	0.37385	1.03778	0.0	0.06295	0.0	0.31756	0.0	0.0	0.06845	0.07815
HOXA1	0.07798	0.31453	0.74919	0.5109	0.23044	0.02504	0.20562	0.71608	0.01549	0.45363	0.30479	0.41214	0.08857	0.98101	0.0	0.45878
HOXA10	0.00693	1.81818	17.72552	0.25346	0.03424	0.07508	6.96679	3.91647	0.0031	9.75663	14.72337	8.05114	0.0	0.22102	14.53468	0.22131
HOXA11	0.0	1.10588	7.71501	0.01308	0.01896	0.00601	0.7796	0.32857	0.0	0.13656	8.02052	3.73862	0.0	0.0	1.91195	0.06248
HOXA11-AS1	0.0	0.3603	7.10282	0.04111	0.0	0.01029	0.45514	0.13284	0.0	0.12642	12.44881	0.82419	0.0	0.0	1.65721	0.00535
HOXA13	0.0	0.24395	16.1163	0.0	0.0	0.0	0.8175	0.04464	0.0	0.12853	11.64625	0.01612	0.0	0.0	0.47079	0.0
HOXA2	0.14622	0.38689	0.88578	2.27298	1.0186	0.5112	0.22658	0.6867	0.0	0.77495	1.29875	1.19161	0.04229	0.01965	0.15152	0.78465
HOXA3	0.11892	1.48176	4.08452	1.27655	2.12325	0.97471	2.02613	2.15911	0.00193	3.04692	1.93327	3.07428	0.03305	0.00661	0.86707	1.63488
HOXA4	0.28799	1.97134	4.12673	4.91334	5.79184	1.39641	1.81917	1.72133	0.0	2.96477	5.27099	4.68094	0.26959	0.01872	4.838	2.62319
HOXA5	0.0497	3.14292	9.38659	9.49369	14.95169	0.47518	2.75697	6.35277	0.0	8.532	8.80175	13.11441	0.2611	0.05464	3.32434	3.80051
HOXA6	0.0	0.4773	1.54351	0.29151	0.19431	0.0	0.69322	1.26738	0.0	0.53099	1.38414	1.11562	0.0	0.0	0.15238	0.23623
HOXA7	0.06571	3.81259	7.66646	2.43176	2.5673	0.13055	4.75606	6.01064	0.0	7.93613	4.98725	13.19912	0.02332	0.06421	6.49842	1.36135
HOXA9	0.10729	1.43194	9.13374	0.99031	0.05707	0.04263	2.3591	4.08251	0.00959	3.05931	8.58022	21.27805	0.02742	0.228	7.5713	0.24334
HOXB1	0.0	0.07193	0.0315	0.0	0.04961	0.0	0.00993	0.00849	0.0	0.0	0.0	0.07694	0.0	0.0	0.0	0.08091
HOXB13	0.0	0.06279	6.63965	0.0	0.0	0.05251	0.20979	0.0	0.0	0.0	1.11911	0.01335	0.0	0.0	0.0	0.0
HOXB2	1.25347	4.1339	10.42923	17.21382	9.14942	1.57332	5.66093	3.82739	0.01232	5.27544	15.27754	20.95666	1.11764	3.52944	2.00239	1.97935
HOXB3	0.873	4.533	5.68938	8.88843	2.87388	0.97162	3.89009	3.52681	0.01636	7.14873	6.98092	9.84144	0.3021	0.41973	0.51666	2.46602
HOXB4	0.62353	2.78274	3.17168	8.79195	7.16065	0.86295	2.65427	3.44862	0.0	3.31968	8.13968	5.67671	0.35139	1.53148	0.37888	1.4464
HOXB5	0.02815	3.19832	3.54475	1.4822	5.77018	0.20732	1.3108	1.0115	0.0	1.40162	11.47247	8.22321	0.76532	0.0	0.09135	1.30294
HOXB6	0.3227	3.37531	5.58013	1.499	2.30803	0.23904	1.93333	0.7444	0.00653	0.88616	6.2129	13.90066	0.4101	0.02678	0.1692	1.47713
HOXB7	0.62992	10.67728	7.75991	2.71911	1.58361	0.1634	7.53772	5.11528	0.065	7.45359	8.59522	24.91211	0.11698	0.18351	0.30944	1.16788
HOXB8	0.02421	2.96772	4.35288	0.03807	0.35415	0.0	1.04339	0.43199	0.0	1.09356	1.17002	11.26509	0.0	0.0	0.0	0.20275
HOXB9	0.00409	4.71181	2.54009	0.01285	0.01242	0.05314	0.32826	1.3812	0.0	0.14143	4.63868	13.87323	0.0	0.09883	0.0	0.09208
HOXC10	0.0	4.04096	2.28385	1.23107	0.0	0.0	11.92574	5.4177	0.0	1.01414	0.72051	16.94095	0.0	0.0	68.6011	2.69013
HOXC11	0.0	0.4456	0.21165	0.2172	0.0	0.05479	1.3937	0.87424	0.00969	0.10094	0.08909	0.53602	0.0	0.0	0.6775	0.19935
HOXC12	0.0	0.08376	0.03762	0.05109	0.0	0.0	0.72031	0.44573	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01952
HOXC13	0.0	0.52571	0.08664	0.09414	0.0	0.0	0.18075	0.59335	0.0	0.23702	0.0	0.06766	0.0	0.0	0.0	0.0
HOXC4	0.11239	3.25444	0.90954	5.25017	0.42793	0.24474	1.06861	4.8959	0.07592	2.32712	1.99468	3.7679	0.06326	0.88698	0.88981	12.01873
HOXC5	0.0	1.32709	0.3469	1.3992	0.0	0.13352	0.82347	0.93879	0.0	1.0326	0.17737	0.84855	0.0	0.05016	0.36128	5.0073
HOXC6	0.03282	5.27525	1.66586	5.68806	0.2045	0.0901	5.75821	3.44121	0.01174	4.08401	1.83071	5.23965	0.0	0.0	4.19588	11.93337
HOXC8	0.00984	3.84394	0.45713	2.56202	0.04397	0.14626	5.69253	3.37053	0.0	7.79427	0.40539	5.1652	0.0	0.0	7.38444	14.07228
HOXC9	0.0	5.662	0.53883	2.65194	0.05441	0.04138	6.75309	2.68307	0.0	3.92055	0.62808	5.6615	0.0	0.0	7.63171	2.31456
HOXD1	0.08442	2.39044	1.4893	1.31595	0.96876	0.11761	2.07837	0.45549	0.59895	0.56352	1.59185	3.47811	0.0	0.0	0.08213	0.78925
HOXD10	0.0	2.87135	1.87465	1.71664	0.08366	0.09721	0.4856	1.39974	0.0	0.28224	2.04747	10.73087	0.0	0.0	0.0	0.53666
HOXD11	0.0	0.57874	0.81772	0.0	0.0	0.0	0.01377	0.07032	0.01349	0.01339	2.0	3.27934	0.0	0.0	0.0	0.02266
HOXD12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HOXD13	0.0	0.21014	1.97051	0.0	0.0	0.02055	0.02164	0.0	0.0	0.00842	1.30845	0.19159	0.0	0.0	0.0	0.01425
HOXD3	0.12959	1.95311	1.04643	0.73959	0.0	0.24272	0.89386	1.64848	0.02798	0.94806	0.36907	3.8562	0.0	0.0	0.0	2.07275
HOXD4	0.25832	1.77806	1.29198	1.19683	0.04969	0.31825	0.55502	3.1568	0.0	1.68904	0.60896	8.38984	0.01451	0.0	0.31166	3.16852
HOXD8	0.4491	15.95395	5.76694	5.59617	0.72077	2.05339	15.56746	6.28337	0.00375	9.06168	14.84011	54.16708	0.0143	0.0	1.35158	12.80125
HOXD9	0.11122	9.93147	3.08508	2.78181	0.253	1.84754	6.82588	5.87689	0.0	6.72285	5.76026	14.01781	0.01995	0.0	0.17959	7.04275
HP	6.36376	16.6749	13.22297	131.77006	39.09861	3.15989	5.99646	31.63787	0.28956	1.48481	2.78998	23.69882	25438.6849	7.5768	0.30195	5.89558
HP1BP3	35.33225	30.03466	56.12966	58.31928	37.43791	56.53077	41.14238	36.81169	40.31894	42.53633	31.57231	41.65405	13.7523	50.1237	25.85202	54.88289
HPCA	0.0326	1.21233	0.29719	0.15466	0.02477	0.14719	0.0	0.01078	76.59228	0.10934	0.45093	0.13545	0.0	0.05972	0.04315	0.645
HPCAL1	10.46851	18.0616	11.12736	24.05145	32.48727	12.09878	14.0548	17.4556	30.16352	9.94598	25.29415	26.24169	16.48381	26.47737	3.0849	10.17753
HPCAL4	0.55522	1.92783	0.06749	0.36256	0.46461	0.26485	0.0473	0.13681	41.21528	0.10461	0.54683	4.36065	0.0	2.18317	1.68555	1.46095
HPD	0.20285	2.98466	3.88264	0.41544	0.50238	0.78936	0.05186	1.11033	0.64742	1.51874	0.51438	37.33018	365.15031	0.11675	0.29989	2.17367
HPDL	0.06123	0.09199	0.07975	0.14924	0.04653	1.27651	0.25352	1.06538	0.62216	0.20257	0.41962	0.33737	0.05216	0.16154	0.15117	0.53422
HPGD	1.76581	4.29845	62.72413	2.33095	44.15401	1.62745	9.39905	2.63742	0.56478	1.10811	27.60575	20.81533	99.1588	3.72161	1.35647	0.84925
HPGDS	1.35283	2.52146	3.0793	2.62754	4.49433	0.34552	0.66653	2.59731	0.65352	3.78383	0.87398	0.47054	0.13119	0.15021	0.66562	1.78248
HPN	0.64136	0.80201	3.16038	0.15269	1.76547	4.05411	0.25029	0.3121	0.72191	0.61168	0.21423	49.95267	101.12329	0.00716	4.0099	0.84217
HPR	39.73712	1.0175	0.09	0.53587	0.21981	0.16046	0.05676	0.50425	2.71187	0.12614	0.08118	2.65514	125.01374	0.37761	0.0	0.2202
HPRT1	13.66795	65.27683	16.05511	14.50098	22.68166	25.75703	15.14501	20.28058	68.71777	12.03478	18.3854	47.07545	8.39321	23.95832	13.08469	28.96737
HPS1	4.53733	8.15958	9.52508	13.23685	5.94333	9.75571	11.38922	13.94717	4.37737	9.53415	6.39042	8.93454	5.41806	13.54152	3.53959	8.45311
HPS3	2.53713	7.15209	8.57311	11.79638	5.60112	8.05823	7.33882	7.58602	5.41375	4.46886	6.02524	7.64266	2.90322	15.96891	2.07731	8.58773
HPS4	1.78491	9.66638	5.09178	5.11447	2.9934	8.39414	4.36343	8.16039	6.07672	5.55852	2.23706	4.44766	2.09258	4.75203	1.92413	7.13853
HPS5	4.42542	10.94349	4.4408	5.85721	5.4693	4.76609	4.87231	5.22506	5.22683	7.35676	5.1119	8.1007	26.3342	10.74852	2.30791	8.223
HPS6	2.64678	2.49826	2.60296	3.92294	1.41907	4.33874	3.43231	5.17651	1.93266	3.90129	2.1139	5.60721	2.79826	11.47372	3.3354	3.69273
HPSE	0.49807	1.12007	0.73284	2.4076	1.56415	0.84229	1.22915	1.57651	0.72856	0.44306	0.93161	1.68094	0.77392	22.41887	0.15548	3.34973
HPSE2	0.00999	0.7738	8.18664	0.06086	1.19338	0.02886	0.42912	0.03386	2.35383	1.21176	1.57894	0.65348	0.0	0.04026	0.0	0.19504
HPVC1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HPX	0.10198	0.2205	0.68398	0.18868	0.12399	0.13753	0.1117	0.13808	0.08279	0.29103	0.36563	0.11	2556.82433	0.07972	0.0	0.7932
HPYR1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06691	0.0	0.0	0.11659	0.0	0.0	0.0	0.0
HR	0.16132	2.85424	1.0233	0.30039	0.27911	1.63475	0.57347	0.96579	4.59663	2.2131	2.30211	0.15423	0.03238	0.01759	0.08174	0.39989
HRAS	11.68205	16.55072	16.50418	12.04011	11.55445	10.18917	16.85451	11.60957	19.51952	20.06078	22.31252	18.39932	3.75572	3.96839	13.5531	10.90551
HRASLS	3.82383	33.55653	0.16539	0.06535	0.14211	3.79708	0.23709	0.05284	2.93927	1.97305	0.30379	0.35301	0.0	0.44146	7.51467	0.14046
HRASLS2	0.0	0.1709	0.0	0.0	2.49955	0.06833	0.0	0.06303	0.29251	0.22169	0.05435	2.7382	0.25336	0.04359	0.0	0.84572
HRASLS5	1.41786	26.66369	2.76924	0.45078	0.32019	0.46093	9.81309	0.34552	3.40067	41.85724	3.69688	0.47846	0.03623	0.03117	0.00603	2.62646
HRC	288.45648	6.55611	1.64101	1.61238	1.37867	18.60774	2.21447	2.05171	0.62074	5.90111	3.13463	1.90985	0.17703	0.0	252.93849	0.94367
HRCT1	5.03173	1.8769	2.17669	0.05479	0.4766	1.85444	4.79765	14.89871	1.31681	17.4526	3.24109	9.34076	0.19789	0.0	2.44227	0.60193
HRG	0.0	0.0552	0.0	0.0	0.00859	0.00408	0.01032	0.0	0.07076	0.0	0.0	5.88009	457.95533	0.0	0.0	0.0
HRH1	0.42787	2.48186	4.73273	3.14757	10.49966	0.48071	1.62829	1.1766	1.7626	1.77719	5.94628	1.58568	0.08584	0.11245	1.04305	3.6392
HRH2	5.76039	0.25183	0.23771	1.69133	1.58171	0.07794	1.02258	1.09048	1.24189	0.24121	0.29862	0.18182	0.03948	6.93511	0.01856	0.20882
HRH3	0.0	0.22266	0.05958	0.0	0.0	0.00595	0.0	0.0	1.89215	0.0	0.02257	0.0	0.0	0.0	0.0	0.00309
HRH4	0.00301	0.1588	0.05006	0.13008	0.032	0.00043	0.00549	0.05355	0.00269	0.11799	0.15667	0.06718	0.01538	0.47617	0.02305	0.03845
HRK	0.18998	0.21974	0.0	0.42716	0.409	0.05718	0.24507	0.0	0.53787	0.11154	0.26037	0.0	0.0	0.35964	0.0	0.03567
HRNR	0.02612	0.02412	0.01245	0.03516	0.0	0.00911	0.01779	0.04801	0.01025	0.01018	0.00943	0.06633	0.00293	0.01176	0.03709	0.09143
HRSP12	20.97971	23.25376	14.18513	11.63295	6.15331	8.69682	26.68646	5.55521	45.20398	27.03969	18.17948	126.61622	355.0694	4.83889	9.78357	9.8939
HS1BP3	4.95216	8.01092	15.86559	6.49801	5.68991	7.8769	9.63136	6.53997	2.40504	5.36867	11.934	9.46345	4.47636	12.01273	5.37879	7.14117
HS2ST1	5.37964	9.41347	8.25643	6.07462	6.82801	8.11613	6.29093	6.74666	11.98421	6.79816	8.16384	7.89749	4.9588	8.64687	3.89922	11.75814
HS3ST1	0.97148	5.23085	4.11999	3.44123	3.76592	1.28738	0.76328	5.21752	1.82734	0.78143	1.32836	8.14384	0.20196	1.26259	0.75051	16.33095
